'3', 5.1855
'2', 8.6687
'2', 11.6216
'3', 14.6703
'2', 17.4401
'3', 20.0083
'1', 22.5387
'1', 24.5441
'2', 27.0431
'1', 29.4020
'2', 31.6800
'3', 33.7265
'3', 35.8664
'1', 38.2331
'2', 40.2147
'1', 42.4326
'3', 44.6110
'1', 46.8036
'1', 48.7246
'1', 50.6038
'3', 52.5253
'1', 54.6497
'2', 56.5635
'3', 58.3059
'2', 60.2745
'2', 62.2425
'2', 64.3982
'3', 66.3221
'3', 68.6497
'1', 70.7121
