'3', 5.5358
'3', 8.6709
'2', 12.0949
'2', 15.1033
'1', 18.2390
'1', 21.0074
'3', 23.8234
'2', 26.8950
'3', 29.6633
'1', 32.6391
'2', 35.6471
'3', 39.0554
'1', 42.0310
'1', 44.7513
'2', 48.0475
'1', 51.1191
'1', 54.0474
'3', 56.9592
'2', 60.5104
'2', 63.6787
'3', 66.9427
'3', 70.3186
'1', 73.7746
'1', 76.8942
'3', 79.6790
'3', 82.8472
'1', 86.1593
'2', 89.0391
'2', 91.9343
'2', 94.8632
